Product_Name,Brand,Category,Price_USD,Rating,Number_of_Reviews,Country_of_Origin,Black_owned
Super Primer,Fenty Beauty,CC Cream,58.78,1.5,6828,Australia,True
Super CC Cream,Kiehl’s,Powder,26.93,3.7,7245,Australia,True
Super Face Oil,Bite Beauty,Makeup Remover,86.84,2.7,8121,Australia,False
Magic Face Oil,RMS Beauty,Lip Liner,39.89,1.2,7009,France,False
Ultra Concealer,Becca,Highlighter,107.98,4.5,8426,UK,True
Ultra Lip Liner,Too Faced,Moisturizer,82.61,4.7,1095,Japan,False
Super CC Cream,Ilia Beauty,Blush,123.56,3.1,9117,South Korea,True
Magic Powder,Perricone MD,Concealer,62.36,1.1,9612,Italy,False
Divine Setting Spray,Morphe,Foundation,144.37,3.8,6481,France,True
Divine Highlighter,Juvia’s Place,Eyeliner,86.6,1.2,3279,Germany,True
Divine CC Cream,Clinique,Concealer,20.52,1.3,6202,Australia,True
Perfect CC Cream,Perricone MD,CC Cream,126.55,2.9,7858,Japan,False
Perfect Lipstick,Danessa Myricks,Powder,67.49,3.6,7961,France,True
Super Moisturizer,Charlotte Tilbury,Setting Spray,56.61,3.0,9695,UK,False
Magic Powder,ColourPop,Lip Gloss,33.02,1.3,9341,France,False
Divine Cleanser,Becca,Face Mask,63.63,4.5,6366,Germany,True
Perfect Cleanser,Bourjois,Foundation,60.11,2.6,6222,Italy,True
Super Setting Spray,IT Cosmetics,Lip Liner,13.48,2.5,1724,Germany,True
Perfect Setting Spray,Kylie Cosmetics,Mascara,24.25,4.4,1836,Australia,False
Super Lip Gloss,Perricone MD,Face Mask,47.15,1.1,2696,Japan,False
Magic Face Mask,Make Up For Ever,Cleanser,62.29,4.8,1078,Germany,True
Super Contour,Make Up For Ever,Eye Shadow,28.98,3.3,4397,Italy,True
Super Primer,Fenty Beauty,Lip Gloss,76.67,4.7,2896,Japan,True
Divine Eyeliner,Laura Mercier,Eye Shadow,95.91,3.9,3941,Italy,True
Magic Powder,Pat McGrath Labs,Highlighter,67.95,2.0,853,Germany,True
Perfect Makeup Remover,Shiseido,Face Mask,90.85,4.1,147,Australia,True
Perfect Exfoliator,IT Cosmetics,Powder,34.58,1.6,7972,France,True
Super Exfoliator,Bobby Brown,Primer,11.82,4.9,499,UK,True
Divine Setting Spray,Patrick Ta,Cleanser,38.81,1.1,6897,Japan,True
Divine CC Cream,Laura Mercier,Face Oil,63.73,4.9,2341,UK,True
Super Bronzer,Huda Beauty,Cleanser,139.34,4.2,418,Australia,True
Divine Foundation,Bobby Brown,Mascara,132.98,1.7,1110,Australia,True
Divine Eye Shadow,KVD Beauty,Eye Shadow,100.55,3.2,3552,USA,True
Divine CC Cream,Tatcha,Powder,55.35,4.8,9836,Germany,False
Ultra Highlighter,Fenty Beauty,Face Mask,59.29,4.1,4265,Australia,True
Ultra Setting Spray,Charlotte Tilbury,Blush,59.72,1.6,3906,Australia,False
Perfect Moisturizer,Huda Beauty,Foundation,14.83,3.6,2831,Italy,True
Super Cleanser,Becca,Eye Shadow,139.22,3.5,8580,South Korea,True
Ultra Primer,IT Cosmetics,Eye Shadow,96.78,1.8,6338,Italy,True
Magic Blush,Pat McGrath Labs,Setting Spray,80.95,4.2,9533,Australia,True
Ultra Mascara,Juvia’s Place,Powder,73.16,3.0,1840,South Korea,True
Divine Contour,Patrick Ta,Highlighter,23.93,2.5,2855,USA,True
Super Primer,Yves Saint Laurent,Lip Gloss,140.09,3.7,1418,Australia,True
Magic Blush,Farsali,Mascara,120.72,2.6,9027,Japan,True
Ultra Face Mask,KVD Beauty,Face Oil,76.2,4.5,5291,France,True
Ultra Makeup Remover,Glossier,Eyeliner,103.95,3.4,7355,UK,True
Divine Serum,Patrick Ta,Powder,134.74,1.1,6700,Australia,True
Super Lip Gloss,Make Up For Ever,BB Cream,36.54,3.5,3958,Italy,True
Divine Moisturizer,Danessa Myricks,Foundation,12.24,2.6,7870,Germany,True
Perfect Concealer,Farsali,CC Cream,133.89,2.2,5023,Italy,True
Magic Face Mask,Patrick Ta,Eyeliner,71.44,3.9,5316,South Korea,True
Magic Face Mask,Bite Beauty,Eyeliner,96.29,3.6,2059,France,False
Ultra Bronzer,Ilia Beauty,Serum,28.05,5.0,4094,South Korea,True
Divine Face Oil,Urban Decay,Lip Gloss,68.57,3.4,3896,South Korea,False
Divine Primer,Tarte,Concealer,144.6,2.1,114,Japan,False
Magic Face Mask,Make Up For Ever,Eye Shadow,145.06,3.9,8237,UK,True
Perfect Eye Shadow,Hourglass,BB Cream,29.47,1.8,6841,Japan,False
Divine Face Mask,Drunk Elephant,Eye Shadow,99.03,4.0,3641,Germany,False
Divine Exfoliator,Drunk Elephant,Bronzer,133.27,2.4,6058,Germany,False
Perfect Highlighter,Natasha Denona,CC Cream,87.82,3.9,3154,UK,True
Super Face Mask,RMS Beauty,Mascara,142.81,3.1,669,USA,False
Perfect Powder,Patrick Ta,Powder,91.46,3.6,3547,Japan,True
Ultra Contour,Farsali,Lip Liner,76.07,3.5,8209,UK,True
Magic Highlighter,Morphe,Foundation,94.77,4.1,7622,USA,True
Magic CC Cream,Sisley,Face Oil,58.62,3.1,3513,Italy,True
Perfect Powder,IT Cosmetics,Moisturizer,40.79,3.6,2309,Japan,True
Divine Exfoliator,Shiseido,Moisturizer,148.52,4.8,2770,UK,True
Perfect Eyeliner,Danessa Myricks,Mascara,95.58,3.4,3210,Australia,True
Perfect Powder,Rare Beauty,Concealer,72.02,3.2,7904,USA,True
Divine Blush,Yves Saint Laurent,BB Cream,77.03,2.9,1123,Germany,True
Super Lipstick,Drunk Elephant,Face Mask,22.61,2.4,6893,Italy,False
Divine Serum,Glossier,Exfoliator,109.66,4.9,544,UK,True
Super Eyeliner,Kiehl’s,Makeup Remover,77.02,1.3,294,USA,True
Perfect Serum,Rare Beauty,Concealer,23.89,2.8,4018,UK,True
Divine Powder,Laura Mercier,Primer,78.59,4.8,995,Italy,True
Divine Eyeliner,Perricone MD,BB Cream,32.05,3.4,7980,Australia,False
Magic Face Mask,Hourglass,Blush,138.62,4.4,4565,Japan,False
Magic Concealer,Sisley,Primer,53.15,2.9,2866,USA,True
Magic Primer,Fenty Beauty,Makeup Remover,47.13,1.6,5183,South Korea,True
Magic Primer,RMS Beauty,Makeup Remover,83.71,1.6,4739,South Korea,False
Magic Exfoliator,Tarte,Face Mask,80.99,1.6,1326,Germany,False
Perfect Powder,Yves Saint Laurent,Foundation,99.55,2.5,5389,South Korea,True
Super Face Mask,IT Cosmetics,BB Cream,32.65,3.3,8633,UK,True
Perfect Contour,Laura Mercier,Serum,53.74,3.8,2311,Australia,True
Perfect Lip Gloss,Becca,Mascara,52.12,2.2,5218,UK,True
Super Highlighter,Too Faced,BB Cream,23.42,3.0,7249,UK,False
Divine Eye Shadow,Clinique,Contour,34.91,1.1,6724,USA,True
Divine Eye Shadow,Bobby Brown,Serum,82.74,4.9,5728,Japan,True
Super Lip Liner,Ilia Beauty,Mascara,23.18,2.1,8513,Germany,True
Perfect Face Mask,Glossier,Lip Liner,118.9,4.3,5517,France,True
Super Moisturizer,Juvia’s Place,Setting Spray,132.91,2.2,1661,France,True
Divine Face Mask,ColourPop,Makeup Remover,38.76,4.0,6157,Japan,False
Perfect CC Cream,Too Faced,Highlighter,105.55,1.6,8498,South Korea,False
Super Bronzer,Bite Beauty,Eye Shadow,81.96,3.9,2450,South Korea,False
Perfect Moisturizer,NARS,Cleanser,108.75,2.4,9948,South Korea,True
Magic Lip Liner,Anastasia Beverly Hills,CC Cream,112.17,1.9,9969,Australia,False
Magic Lip Gloss,Huda Beauty,Serum,55.27,3.3,6488,Japan,True
Divine Face Mask,RMS Beauty,Eyeliner,76.56,1.2,3780,Germany,False
Super Highlighter,Glossier,Lip Liner,53.36,2.4,8981,Italy,True
Perfect Foundation,Ilia Beauty,Concealer,29.81,4.7,610,USA,True
Ultra Serum,Natasha Denona,Serum,89.3,3.4,2035,Italy,True
Ultra Lipstick,Milk Makeup,Bronzer,19.19,2.7,8102,Australia,False
Ultra Eye Shadow,Glossier,Bronzer,10.99,1.4,7530,France,True
Divine Makeup Remover,Tarte,Eye Shadow,44.82,3.6,9368,France,False
Ultra Foundation,ColourPop,Face Mask,119.2,4.7,448,France,False
Perfect Highlighter,Bourjois,Lipstick,118.98,2.2,3101,France,True
Ultra Concealer,ColourPop,Serum,39.31,4.0,4562,Australia,False
Magic Cleanser,Hourglass,Bronzer,39.28,4.3,361,South Korea,False
Magic Eye Shadow,Kiehl’s,Concealer,13.42,1.4,4355,UK,True
Divine Cleanser,Danessa Myricks,Eyeliner,143.85,2.8,2279,France,True
Magic Makeup Remover,RMS Beauty,Concealer,144.0,2.4,1361,France,False
Super Serum,Fenty Beauty,Eye Shadow,73.73,2.0,6420,USA,True
Perfect Eye Shadow,KVD Beauty,Lip Liner,139.51,3.0,4208,South Korea,True
Perfect Serum,Sisley,Face Mask,57.84,4.4,6314,Italy,True
Super Face Oil,Sisley,Blush,115.95,1.8,1913,France,True
Magic Setting Spray,ColourPop,Serum,54.67,4.7,6177,UK,False
Perfect BB Cream,RMS Beauty,Foundation,11.16,1.7,7255,South Korea,False
Super Lipstick,Charlotte Tilbury,Exfoliator,83.83,2.5,4536,Japan,False
Magic Contour,Morphe,Eyeliner,135.63,3.3,4929,Australia,True
Ultra Face Oil,KVD Beauty,Exfoliator,120.05,1.5,2385,Japan,True
Super Exfoliator,Milk Makeup,Powder,29.58,4.9,5080,Italy,False
Perfect Makeup Remover,Perricone MD,Eye Shadow,109.08,2.3,4106,Italy,False
Ultra Contour,Glossier,Moisturizer,96.79,1.7,1467,UK,True
Ultra Contour,Morphe,Blush,40.94,2.1,5447,Germany,True
Magic BB Cream,Tarte,Mascara,124.13,3.6,7436,France,False
Ultra Lip Gloss,RMS Beauty,Moisturizer,38.71,1.6,6872,UK,False
Perfect Eye Shadow,Make Up For Ever,BB Cream,120.73,3.2,6460,Italy,True
Super Primer,Fenty Beauty,Lipstick,47.72,2.3,2923,Germany,True
Magic Lip Liner,Pat McGrath Labs,Contour,48.7,3.6,3495,USA,True
Divine Bronzer,Clinique,Bronzer,32.01,1.7,3610,USA,True
Magic Contour,RMS Beauty,Eye Shadow,97.14,4.2,806,UK,False
Ultra Lipstick,Becca,Face Mask,73.9,2.0,6344,USA,True
Perfect Makeup Remover,ColourPop,Mascara,89.07,1.2,2621,Italy,False
Divine Lip Gloss,Yves Saint Laurent,Mascara,21.85,2.6,6279,Japan,True
Perfect Blush,Anastasia Beverly Hills,Bronzer,89.41,1.9,5880,Italy,False
Ultra Makeup Remover,Bourjois,Blush,15.62,3.4,2140,France,True
Super Face Mask,Laura Mercier,Lip Gloss,122.15,3.6,4326,France,True
Magic Eyeliner,Tatcha,BB Cream,10.25,3.0,5924,South Korea,False
Ultra Setting Spray,RMS Beauty,Serum,136.33,1.2,127,UK,False
Perfect Setting Spray,Natasha Denona,Highlighter,16.27,2.1,2094,Australia,True
Magic Bronzer,NARS,Face Oil,22.97,4.4,2675,France,True
Divine CC Cream,ColourPop,Makeup Remover,106.81,2.4,8727,Italy,False
Ultra Eyeliner,Pat McGrath Labs,Concealer,88.68,3.7,3839,UK,True
Ultra Face Mask,Natasha Denona,Eyeliner,60.42,2.7,1230,South Korea,True
Magic CC Cream,Juvia’s Place,Bronzer,50.64,4.2,4343,Australia,True
Magic Lip Gloss,Pat McGrath Labs,Setting Spray,71.83,2.5,9178,South Korea,True
Divine BB Cream,Pat McGrath Labs,Makeup Remover,83.4,2.2,4991,Japan,True
Ultra CC Cream,Shiseido,Powder,68.14,1.9,6056,Germany,True
Divine Exfoliator,Danessa Myricks,Moisturizer,113.92,4.7,9426,Italy,True
Magic Makeup Remover,Sisley,Primer,43.92,4.7,1052,Italy,True
Divine CC Cream,Yves Saint Laurent,Lip Gloss,48.24,1.2,5927,Germany,True
Magic Lip Liner,E.l.f.,Face Oil,144.71,1.3,5787,Italy,True
Perfect Eye Shadow,Clinique,Concealer,118.27,2.6,8346,UK,True
Perfect Moisturizer,Tatcha,Makeup Remover,17.66,2.4,7259,Japan,False
Super Eye Shadow,Hourglass,Powder,131.77,2.4,1554,Australia,False
Super Contour,Tarte,Makeup Remover,39.89,3.9,2437,USA,False
Divine Contour,Perricone MD,Setting Spray,130.81,2.9,8306,Japan,False
Super Contour,ColourPop,Face Mask,138.0,3.3,5215,UK,False
Super Primer,Morphe,Moisturizer,112.26,1.7,6929,Germany,True
Magic Eye Shadow,Make Up For Ever,Bronzer,133.08,2.5,2370,Italy,True
Perfect Contour,Anastasia Beverly Hills,Mascara,36.18,4.4,3157,Italy,False
Super Eyeliner,Milk Makeup,Serum,122.09,4.0,8488,USA,False
Magic Mascara,Natasha Denona,Mascara,50.63,4.3,6993,France,True
Ultra Mascara,Anastasia Beverly Hills,Mascara,103.9,1.1,9813,Italy,False
Ultra Face Mask,E.l.f.,Mascara,74.26,1.7,5197,South Korea,True
Magic Primer,Drunk Elephant,Bronzer,143.08,1.4,9561,Japan,False
Magic Face Oil,Perricone MD,Powder,88.46,1.5,410,South Korea,False
Divine Cleanser,ColourPop,CC Cream,23.82,3.3,9582,UK,False
Divine Makeup Remover,KVD Beauty,Highlighter,71.39,2.7,8883,South Korea,True
Perfect Primer,Shiseido,BB Cream,45.73,1.5,9208,France,True
Perfect Serum,NARS,Lipstick,17.89,3.0,1052,Italy,True
Divine Serum,Drunk Elephant,Powder,17.02,1.6,842,Japan,False
Divine Lipstick,Charlotte Tilbury,Face Mask,31.92,2.0,6436,Australia,False
Divine Powder,Laura Mercier,Lipstick,42.81,3.0,5478,Japan,True
Ultra Exfoliator,Bite Beauty,Lip Liner,85.45,2.5,4787,Germany,False
Super Lipstick,E.l.f.,Concealer,82.2,4.2,4781,Japan,True
Perfect Lipstick,Juvia’s Place,Lip Gloss,143.88,4.7,2795,France,True
Divine Face Oil,Morphe,Contour,141.73,3.3,4622,Japan,True
Ultra CC Cream,Sisley,Face Mask,32.77,4.1,809,Germany,True
Perfect CC Cream,Shiseido,Primer,76.7,4.3,2859,Germany,True
Divine Face Mask,Kiehl’s,Primer,111.59,2.1,222,Australia,True
Divine Makeup Remover,Milk Makeup,Powder,112.34,3.8,6914,Germany,False
Magic Primer,Becca,Moisturizer,119.99,1.5,1720,Japan,True
Ultra Face Mask,RMS Beauty,Face Oil,78.44,3.4,5710,UK,False
Ultra Face Mask,Farsali,Makeup Remover,31.65,1.4,1534,Italy,True
Magic Powder,Huda Beauty,Contour,43.8,4.0,3848,USA,True
Ultra Makeup Remover,Natasha Denona,Lip Gloss,33.61,4.4,618,Japan,True
Divine Setting Spray,Make Up For Ever,Face Mask,120.06,4.4,3095,Germany,True
Magic Highlighter,Bobby Brown,Contour,45.14,3.9,8313,USA,True
Magic Face Oil,E.l.f.,Face Oil,117.39,1.5,6128,Japan,True
Divine Highlighter,Becca,Mascara,116.17,3.7,5858,USA,True
Ultra Moisturizer,Milk Makeup,Concealer,104.07,1.9,1657,UK,False
Perfect Mascara,Glossier,Bronzer,76.99,3.2,2488,USA,True
Perfect Setting Spray,Glossier,Bronzer,144.32,4.5,6809,Italy,True
Magic Serum,Make Up For Ever,Primer,29.33,4.1,2934,France,True
Super Setting Spray,Morphe,Serum,64.96,4.3,1290,South Korea,True
Perfect Mascara,Clinique,Setting Spray,54.07,2.2,2017,Japan,True
Super BB Cream,Ilia Beauty,Foundation,47.1,3.1,8873,Germany,True
Divine Mascara,Anastasia Beverly Hills,Primer,64.38,3.2,3612,Japan,False
Ultra Moisturizer,Pat McGrath Labs,BB Cream,39.24,2.9,1184,Japan,True
Ultra Bronzer,Drunk Elephant,Cleanser,28.12,3.1,6787,USA,False
Ultra Moisturizer,Too Faced,Setting Spray,116.87,4.0,145,France,False
Divine Setting Spray,Farsali,Bronzer,16.56,4.2,419,UK,True
Divine Eyeliner,ColourPop,Serum,45.13,4.7,3712,Australia,False
Perfect Eyeliner,Charlotte Tilbury,Lipstick,41.19,1.5,1405,Germany,False
Magic Blush,Charlotte Tilbury,Bronzer,143.83,3.1,8748,Japan,False
Super Moisturizer,Juvia’s Place,Primer,143.94,1.4,1324,Italy,True
Divine Eyeliner,Urban Decay,Highlighter,43.42,1.6,356,USA,False
Super Eyeliner,Make Up For Ever,Highlighter,55.35,4.1,6890,South Korea,True
Super Serum,Bite Beauty,Blush,56.62,1.9,8705,UK,False
Ultra Makeup Remover,Bobby Brown,Mascara,21.03,3.0,4521,Italy,True
Divine Contour,ColourPop,Face Mask,135.18,1.6,7393,UK,False
Ultra Serum,Anastasia Beverly Hills,Powder,139.37,3.1,5306,Japan,False
Perfect Foundation,Bite Beauty,Face Oil,48.14,2.4,5430,Australia,False
Magic Primer,Tarte,Blush,137.33,3.0,2783,France,False
Perfect Foundation,Tarte,Primer,30.81,2.6,411,France,False
Ultra Cleanser,Make Up For Ever,Contour,94.89,4.0,4351,Japan,True
Super Exfoliator,Milk Makeup,Bronzer,58.22,2.2,2072,Australia,False
Perfect Eyeliner,Patrick Ta,Cleanser,137.33,2.4,8954,USA,True
Super Foundation,Tatcha,Exfoliator,59.44,4.5,3534,Australia,False
Super Foundation,Bobby Brown,Bronzer,38.07,2.6,8226,Japan,True
Super Bronzer,Urban Decay,Highlighter,49.69,3.8,1267,France,False
Magic Lip Liner,Danessa Myricks,Highlighter,50.62,2.2,992,UK,True
Divine Moisturizer,Patrick Ta,CC Cream,114.8,4.6,6553,France,True
Ultra Face Oil,Patrick Ta,Cleanser,61.5,2.2,2251,USA,True
Ultra Serum,E.l.f.,Eyeliner,73.21,1.6,363,France,True
Magic Blush,Clinique,Setting Spray,134.79,4.1,5339,UK,True
Super Foundation,Pat McGrath Labs,Lip Gloss,71.8,2.6,2476,Japan,True
Divine Blush,Rare Beauty,Eye Shadow,72.71,2.1,8029,UK,True
Magic BB Cream,Bourjois,Powder,12.45,4.6,72,Australia,True
Perfect Setting Spray,Glossier,Serum,120.12,4.0,2352,UK,True
Divine Primer,Urban Decay,Powder,95.49,4.3,241,USA,False
Divine Blush,Huda Beauty,Lipstick,132.8,3.8,556,Germany,True
Divine Serum,Huda Beauty,CC Cream,34.19,2.1,2355,France,True
Divine Lip Liner,Glossier,Eyeliner,86.73,3.4,4418,Japan,True
Super Cleanser,Make Up For Ever,Highlighter,99.8,3.6,6163,Australia,True
Divine Contour,Farsali,Mascara,104.85,3.7,748,UK,True
Perfect Exfoliator,Sisley,Primer,53.84,2.7,2514,USA,True
Divine Makeup Remover,Kylie Cosmetics,Eye Shadow,62.84,3.3,2050,UK,False
Divine Moisturizer,Shiseido,Blush,94.46,4.8,2933,Australia,True
Magic Face Mask,Bourjois,Lip Gloss,13.14,1.2,1925,Australia,True
Ultra Face Oil,Urban Decay,Foundation,68.72,1.1,8180,Japan,False
Perfect Lip Liner,Fenty Beauty,Contour,37.31,4.2,3603,France,True
Magic Face Oil,Patrick Ta,Face Mask,136.75,1.4,4302,France,True
Perfect Blush,Juvia’s Place,Eyeliner,80.6,1.2,5539,UK,True
Magic Lipstick,Drunk Elephant,Face Mask,126.4,4.5,3371,USA,False
Super Powder,NARS,Blush,13.26,3.8,234,UK,True
Super Concealer,Huda Beauty,Exfoliator,118.99,4.9,2445,Japan,True
Magic Foundation,Morphe,Powder,87.98,4.5,3073,South Korea,True
Magic Blush,Natasha Denona,CC Cream,31.8,3.2,7804,Germany,True
Magic Cleanser,Rare Beauty,Bronzer,119.38,4.6,5265,UK,True
Super Lip Liner,Bourjois,Blush,148.75,3.6,7668,UK,True
Super Powder,Clinique,Makeup Remover,70.59,1.8,3420,UK,True
Ultra CC Cream,Bobby Brown,Foundation,110.77,4.9,8467,France,True
Ultra Eye Shadow,Sisley,Serum,139.4,3.2,611,France,True
Perfect Lipstick,Patrick Ta,Face Oil,122.25,1.5,4536,Germany,True
Ultra Bronzer,Rare Beauty,Lip Gloss,147.9,1.2,6039,France,True
Ultra Lip Gloss,Natasha Denona,Eyeliner,35.27,4.6,1985,USA,True
Perfect Setting Spray,NARS,Highlighter,44.18,2.2,4907,USA,True
Super Lip Gloss,Becca,Highlighter,44.54,2.7,5581,Germany,True
Perfect Cleanser,Tatcha,Face Mask,84.72,4.1,4788,Australia,False
Perfect Cleanser,Make Up For Ever,Setting Spray,54.57,3.5,480,Australia,True
Perfect Highlighter,Bourjois,Face Mask,33.85,4.1,291,Australia,True
Ultra Highlighter,Patrick Ta,Concealer,48.52,1.4,5770,Germany,True
Perfect Concealer,E.l.f.,Primer,40.15,2.9,4177,France,True
Divine Exfoliator,KVD Beauty,Primer,48.07,3.9,405,France,True
Perfect Exfoliator,Becca,Concealer,52.98,1.0,8434,South Korea,True
Ultra Primer,Too Faced,Mascara,73.99,4.8,5896,USA,False
Divine Mascara,Milk Makeup,Moisturizer,94.88,1.6,9357,South Korea,False
Perfect Setting Spray,Glossier,Bronzer,93.51,2.4,3886,UK,True
Divine Eye Shadow,Bobby Brown,Lip Gloss,15.53,4.0,3136,Australia,True
Ultra Eye Shadow,Farsali,Cleanser,46.88,4.1,5849,South Korea,True
Super Makeup Remover,Sisley,Exfoliator,31.11,4.5,3563,Germany,True
Super Lip Liner,KVD Beauty,Primer,64.94,4.4,1999,South Korea,True
Perfect BB Cream,Charlotte Tilbury,Face Oil,32.02,4.6,9683,UK,False
Ultra Face Mask,Drunk Elephant,Bronzer,109.74,3.3,8687,Japan,False
Divine Exfoliator,Bobby Brown,Blush,54.47,3.9,1466,USA,True
Ultra Lipstick,Juvia’s Place,Contour,62.9,1.4,4836,Italy,True
Super Lip Gloss,Farsali,Setting Spray,32.51,1.9,9005,Australia,True
Ultra Setting Spray,Laura Mercier,Blush,140.84,3.6,2353,Italy,True
Perfect Concealer,Milk Makeup,CC Cream,108.03,4.9,3171,Australia,False
Super Makeup Remover,Juvia’s Place,Eyeliner,130.45,1.2,1699,Germany,True
Super Powder,Becca,Eye Shadow,115.33,2.6,1619,USA,True
Ultra Contour,Sisley,Blush,117.66,1.2,3499,USA,True
Super Eye Shadow,Bite Beauty,Makeup Remover,145.12,1.6,2926,USA,False
Perfect Mascara,Juvia’s Place,Blush,145.46,1.8,6777,Japan,True
Magic Lip Liner,Bobby Brown,Concealer,69.01,4.2,7091,France,True
Super Setting Spray,Tatcha,Exfoliator,56.8,2.0,7032,Australia,False
Ultra BB Cream,Fenty Beauty,Serum,54.27,3.0,4210,UK,True
Super Exfoliator,Hourglass,Lip Gloss,101.4,2.2,8503,Italy,False
Magic Cleanser,Charlotte Tilbury,Primer,22.51,1.8,4407,Japan,False
Magic Eyeliner,Clinique,Blush,81.08,2.7,8165,South Korea,True
Magic Lip Gloss,Ilia Beauty,Concealer,37.75,1.4,9410,Japan,True
Divine Contour,Glossier,Highlighter,108.06,4.7,7090,Australia,True
Divine Foundation,Clinique,Cleanser,47.63,1.5,1565,UK,True
Perfect Lip Liner,Bobby Brown,Setting Spray,103.22,2.7,4068,Australia,True
Divine Highlighter,Pat McGrath Labs,Blush,36.71,4.8,6293,South Korea,True
Perfect BB Cream,Milk Makeup,BB Cream,149.7,4.2,6765,Australia,False
Magic Foundation,Too Faced,Concealer,73.35,1.5,9046,Australia,False
Super Foundation,IT Cosmetics,Foundation,140.17,2.9,7019,Japan,True
Magic Powder,Milk Makeup,Exfoliator,74.95,1.2,7127,South Korea,False
Magic Cleanser,Kylie Cosmetics,Makeup Remover,73.89,3.8,5004,France,False
Super Blush,Danessa Myricks,Highlighter,121.83,1.8,1186,Japan,True
Magic Mascara,Glossier,Lip Liner,131.97,2.0,1431,Japan,True
Super BB Cream,NARS,BB Cream,74.14,1.6,1564,UK,True
Magic Cleanser,Danessa Myricks,Concealer,88.35,4.7,2523,USA,True
Ultra Lipstick,Becca,Primer,37.5,1.1,5794,South Korea,True
Perfect Face Mask,Hourglass,Mascara,147.32,1.2,5006,Japan,False
Divine Foundation,Sisley,Highlighter,80.06,2.9,2600,France,True
Ultra Bronzer,Becca,Concealer,135.91,1.5,7926,Australia,True
Super Setting Spray,Huda Beauty,Lip Gloss,75.16,3.0,2831,Germany,True
Perfect Cleanser,Pat McGrath Labs,Highlighter,143.1,3.6,753,Germany,True
Divine Makeup Remover,Laura Mercier,Makeup Remover,146.88,4.4,3522,France,True
Magic Makeup Remover,Drunk Elephant,CC Cream,117.6,3.8,460,UK,False
Magic Contour,Hourglass,Cleanser,119.08,4.9,7493,Australia,False
Perfect Face Oil,NARS,Face Oil,123.67,4.2,8028,USA,True
Super BB Cream,RMS Beauty,Highlighter,131.0,4.2,7920,Australia,False
Divine Exfoliator,Perricone MD,Highlighter,10.13,4.5,3889,Germany,False
Perfect Contour,Milk Makeup,Lipstick,10.22,1.7,3579,Japan,False
Divine Setting Spray,Becca,Eyeliner,100.51,1.7,3061,France,True
Ultra Lip Liner,Sisley,Concealer,34.53,2.7,1329,Australia,True
Perfect Lip Liner,Anastasia Beverly Hills,Lip Gloss,90.15,2.9,1370,UK,False
Divine Highlighter,Pat McGrath Labs,BB Cream,49.07,3.1,9169,UK,True
Magic BB Cream,Bobby Brown,Mascara,122.94,4.4,9308,Italy,True
Magic Concealer,Drunk Elephant,Moisturizer,51.45,1.2,9304,Japan,False
Divine Foundation,Anastasia Beverly Hills,BB Cream,70.9,3.5,7993,Germany,False
Divine Highlighter,Patrick Ta,Eyeliner,31.18,3.2,9175,USA,True
Divine BB Cream,Anastasia Beverly Hills,Face Mask,87.14,1.5,1337,Australia,False
Perfect CC Cream,Laura Mercier,Eye Shadow,90.71,3.3,383,France,True
Super Face Oil,Bite Beauty,Highlighter,72.32,2.3,4515,UK,False
Ultra Lip Liner,Patrick Ta,Face Mask,133.78,3.9,6056,USA,True
Perfect Lip Liner,ColourPop,Lipstick,109.48,2.4,6509,France,False
Divine Exfoliator,Ilia Beauty,Makeup Remover,95.74,1.3,5332,Italy,True
Ultra Serum,Bourjois,Serum,82.04,2.6,9237,Japan,True
Magic Highlighter,Yves Saint Laurent,Eye Shadow,13.27,4.8,9673,Italy,True
Divine Highlighter,Perricone MD,Lip Gloss,75.43,3.4,407,South Korea,False
